date,cloudcover,day_of_week,label
1999-01-30,38.0,Saturday,Weekend
1999-01-31,2.1,Sunday,Weekend
1999-02-01,59.0,Monday,Weekday
1999-02-02,100.0,Tuesday,Weekday
1999-02-03,44.4,Wednesday,Weekday
1999-02-04,73.0,Thursday,Weekday
1999-02-05,26.8,Friday,Weekday
1999-02-06,89.2,Saturday,Weekend
1999-02-07,86.9,Sunday,Weekend
1999-02-08,76.3,Monday,Weekday
1999-02-09,43.5,Tuesday,Weekday
1999-02-10,24.1,Wednesday,Weekday
1999-02-11,46.8,Thursday,Weekday
1999-02-12,84.2,Friday,Weekday
1999-02-13,66.4,Saturday,Weekend
1999-02-14,16.7,Sunday,Weekend
1999-02-15,17.4,Monday,Weekday
1999-02-16,28.0,Tuesday,Weekday
1999-02-17,91.7,Wednesday,Weekday
1999-02-18,96.7,Thursday,Weekday
1999-02-19,62.3,Friday,Weekday
1999-02-20,77.0,Saturday,Weekend
1999-02-21,78.9,Sunday,Weekend
1999-02-22,18.5,Monday,Weekday
1999-02-23,51.4,Tuesday,Weekday
1999-02-24,76.0,Wednesday,Weekday
1999-02-25,76.5,Thursday,Weekday
1999-02-26,48.4,Friday,Weekday
1999-02-27,31.9,Saturday,Weekend
1999-02-28,98.6,Sunday,Weekend
1999-03-01,88.9,Monday,Weekday
1999-03-02,49.1,Tuesday,Weekday
1999-03-03,82.5,Wednesday,Weekday
1999-03-04,97.2,Thursday,Weekday
1999-03-05,50.5,Friday,Weekday
1999-03-06,96.1,Saturday,Weekend
1999-03-07,60.8,Sunday,Weekend
1999-03-08,0.0,Monday,Weekday
1999-03-09,50.0,Tuesday,Weekday
1999-03-10,71.2,Wednesday,Weekday
1999-03-11,50.6,Thursday,Weekday
1999-03-12,95.1,Friday,Weekday
1999-03-13,36.2,Saturday,Weekend
1999-03-14,85.6,Sunday,Weekend
1999-03-15,83.0,Monday,Weekday
1999-03-16,18.1,Tuesday,Weekday
1999-03-17,28.2,Wednesday,Weekday
1999-03-18,64.5,Thursday,Weekday
1999-03-19,72.8,Friday,Weekday
1999-03-20,26.5,Saturday,Weekend
1999-03-21,75.5,Sunday,Weekend
1999-03-22,79.9,Monday,Weekday
1999-03-23,55.6,Tuesday,Weekday
1999-03-24,94.1,Wednesday,Weekday
1999-03-25,38.7,Thursday,Weekday
1999-03-26,11.9,Friday,Weekday
1999-03-27,47.3,Saturday,Weekend
1999-03-28,99.0,Sunday,Weekend
1999-03-29,49.7,Monday,Weekday
1999-03-30,6.6,Tuesday,Weekday
1999-03-31,21.6,Wednesday,Weekday
1999-04-01,83.0,Thursday,Weekday
1999-04-02,84.7,Friday,Weekday
1999-04-03,77.9,Saturday,Weekend
1999-04-04,79.4,Sunday,Weekend
1999-04-05,5.9,Monday,Weekday
1999-04-06,58.5,Tuesday,Weekday
1999-04-07,22.0,Wednesday,Weekday
1999-04-08,26.9,Thursday,Weekday
1999-04-09,76.1,Friday,Weekday
1999-04-10,37.6,Saturday,Weekend
1999-04-11,66.2,Sunday,Weekend
1999-04-12,65.3,Monday,Weekday
1999-04-13,10.6,Tuesday,Weekday
1999-04-14,28.5,Wednesday,Weekday
1999-04-15,53.6,Thursday,Weekday
1999-04-16,89.7,Friday,Weekday
1999-04-17,62.2,Saturday,Weekend
1999-04-18,57.3,Sunday,Weekend
1999-04-19,40.0,Monday,Weekday
1999-04-20,65.2,Tuesday,Weekday
1999-04-21,51.7,Wednesday,Weekday
1999-04-22,86.7,Thursday,Weekday
1999-04-23,83.9,Friday,Weekday
1999-04-24,21.6,Saturday,Weekend
1999-04-25,19.9,Sunday,Weekend
1999-04-26,50.0,Monday,Weekday
1999-04-27,16.6,Tuesday,Weekday
1999-04-28,56.4,Wednesday,Weekday
1999-04-29,28.6,Thursday,Weekday
1999-04-30,18.3,Friday,Weekday
1999-05-01,8.0,Saturday,Weekend
1999-05-02,38.2,Sunday,Weekend
1999-05-03,98.3,Monday,Weekday
1999-05-04,100.0,Tuesday,Weekday
1999-05-05,84.3,Wednesday,Weekday
1999-05-06,97.6,Thursday,Weekday
1999-05-07,100.0,Friday,Weekday
1999-05-08,98.5,Saturday,Weekend
1999-05-09,80.0,Sunday,Weekend
1999-05-10,25.0,Monday,Weekday
1999-05-11,40.7,Tuesday,Weekday
1999-05-12,38.4,Wednesday,Weekday
1999-05-13,76.5,Thursday,Weekday
1999-05-14,47.9,Friday,Weekday
1999-05-15,56.5,Saturday,Weekend
1999-05-16,58.0,Sunday,Weekend
1999-05-17,52.1,Monday,Weekday
1999-05-18,75.5,Tuesday,Weekday
1999-05-19,100.0,Wednesday,Weekday
1999-05-20,43.4,Thursday,Weekday
1999-05-21,32.6,Friday,Weekday
1999-05-22,72.5,Saturday,Weekend
1999-05-23,92.3,Sunday,Weekend
1999-05-24,96.0,Monday,Weekday
1999-05-25,48.7,Tuesday,Weekday
1999-05-26,76.0,Wednesday,Weekday
1999-05-27,77.1,Thursday,Weekday
1999-05-28,35.0,Friday,Weekday
1999-05-29,35.5,Saturday,Weekend
1999-05-30,24.5,Sunday,Weekend
1999-05-31,21.9,Monday,Weekday
1999-06-01,57.7,Tuesday,Weekday
1999-06-02,85.3,Wednesday,Weekday
1999-06-03,80.8,Thursday,Weekday
1999-06-04,35.0,Friday,Weekday
1999-06-05,46.2,Saturday,Weekend
1999-06-06,44.0,Sunday,Weekend
1999-06-07,60.1,Monday,Weekday
1999-06-08,38.5,Tuesday,Weekday
1999-06-09,55.1,Wednesday,Weekday
1999-06-10,67.5,Thursday,Weekday
1999-06-11,15.3,Friday,Weekday
1999-06-12,75.6,Saturday,Weekend
1999-06-13,93.3,Sunday,Weekend
1999-06-14,92.1,Monday,Weekday
1999-06-15,75.9,Tuesday,Weekday
1999-06-16,64.8,Wednesday,Weekday
1999-06-17,97.6,Thursday,Weekday
1999-06-18,78.1,Friday,Weekday
1999-06-19,42.0,Saturday,Weekend
1999-06-20,70.9,Sunday,Weekend
1999-06-21,87.7,Monday,Weekday
1999-06-22,22.1,Tuesday,Weekday
1999-06-23,42.0,Wednesday,Weekday
1999-06-24,34.8,Thursday,Weekday
1999-06-25,66.3,Friday,Weekday
1999-06-26,63.9,Saturday,Weekend
1999-06-27,51.5,Sunday,Weekend
1999-06-28,66.4,Monday,Weekday
1999-06-29,87.3,Tuesday,Weekday
1999-06-30,91.9,Wednesday,Weekday
1999-07-01,95.3,Thursday,Weekday
1999-07-02,85.6,Friday,Weekday
1999-07-03,48.6,Saturday,Weekend
1999-07-04,58.9,Sunday,Weekend
1999-07-05,34.5,Monday,Weekday
1999-07-06,20.4,Tuesday,Weekday
1999-07-07,39.8,Wednesday,Weekday
1999-07-08,44.3,Thursday,Weekday
1999-07-09,72.8,Friday,Weekday
1999-07-10,88.6,Saturday,Weekend
1999-07-11,39.7,Sunday,Weekend
1999-07-12,59.4,Monday,Weekday
1999-07-13,72.0,Tuesday,Weekday
1999-07-14,62.8,Wednesday,Weekday
1999-07-15,30.2,Thursday,Weekday
1999-07-16,28.1,Friday,Weekday
1999-07-17,29.2,Saturday,Weekend
1999-07-18,47.6,Sunday,Weekend
1999-07-19,44.1,Monday,Weekday
1999-07-20,79.0,Tuesday,Weekday
1999-07-21,79.6,Wednesday,Weekday
1999-07-22,88.8,Thursday,Weekday
1999-07-23,58.7,Friday,Weekday
1999-07-24,57.6,Saturday,Weekend
1999-07-25,52.6,Sunday,Weekend
1999-07-26,49.4,Monday,Weekday
1999-07-27,39.3,Tuesday,Weekday
1999-07-28,45.2,Wednesday,Weekday
1999-07-29,55.8,Thursday,Weekday
1999-07-30,48.7,Friday,Weekday
1999-07-31,60.1,Saturday,Weekend
1999-08-01,62.7,Sunday,Weekend
1999-08-02,43.5,Monday,Weekday
1999-08-03,56.5,Tuesday,Weekday
1999-08-04,21.3,Wednesday,Weekday
1999-08-05,45.3,Thursday,Weekday
1999-08-06,36.3,Friday,Weekday
1999-08-07,44.5,Saturday,Weekend
1999-08-08,86.8,Sunday,Weekend
1999-08-09,27.7,Monday,Weekday
1999-08-10,68.9,Tuesday,Weekday
1999-08-11,92.4,Wednesday,Weekday
1999-08-12,67.8,Thursday,Weekday
1999-08-13,80.1,Friday,Weekday
1999-08-14,90.3,Saturday,Weekend
1999-08-15,94.7,Sunday,Weekend
1999-08-16,57.9,Monday,Weekday
1999-08-17,59.8,Tuesday,Weekday
1999-08-18,54.9,Wednesday,Weekday
1999-08-19,59.2,Thursday,Weekday
1999-08-20,85.6,Friday,Weekday
1999-08-21,99.9,Saturday,Weekend
1999-08-22,97.8,Sunday,Weekend
1999-08-23,37.4,Monday,Weekday
1999-08-24,65.9,Tuesday,Weekday
1999-08-25,59.7,Wednesday,Weekday
1999-08-26,98.1,Thursday,Weekday
1999-08-27,72.2,Friday,Weekday
1999-08-28,23.9,Saturday,Weekend
1999-08-29,24.6,Sunday,Weekend
1999-08-30,51.9,Monday,Weekday
1999-08-31,61.9,Tuesday,Weekday
1999-09-01,60.9,Wednesday,Weekday
1999-09-02,59.9,Thursday,Weekday
1999-09-03,58.4,Friday,Weekday
1999-09-04,73.0,Saturday,Weekend
1999-09-05,91.5,Sunday,Weekend
1999-09-06,86.9,Monday,Weekday
1999-09-07,89.5,Tuesday,Weekday
1999-09-08,75.0,Wednesday,Weekday
1999-09-09,58.5,Thursday,Weekday
1999-09-10,77.8,Friday,Weekday
1999-09-11,21.0,Saturday,Weekend
1999-09-12,16.3,Sunday,Weekend
1999-09-13,23.4,Monday,Weekday
1999-09-14,58.5,Tuesday,Weekday
1999-09-15,98.1,Wednesday,Weekday
1999-09-16,99.9,Thursday,Weekday
1999-09-17,57.0,Friday,Weekday
1999-09-18,29.2,Saturday,Weekend
1999-09-19,51.4,Sunday,Weekend
1999-09-20,67.4,Monday,Weekday
1999-09-21,96.9,Tuesday,Weekday
1999-09-22,93.2,Wednesday,Weekday
1999-09-23,1.2,Thursday,Weekday
1999-09-24,10.4,Friday,Weekday
1999-09-25,38.9,Saturday,Weekend
1999-09-26,30.0,Sunday,Weekend
1999-09-27,52.4,Monday,Weekday
1999-09-28,88.9,Tuesday,Weekday
1999-09-29,86.4,Wednesday,Weekday
1999-09-30,64.7,Thursday,Weekday
1999-10-01,7.4,Friday,Weekday
1999-10-02,46.4,Saturday,Weekend
1999-10-03,48.0,Sunday,Weekend
1999-10-04,97.9,Monday,Weekday
1999-10-05,92.7,Tuesday,Weekday
1999-10-06,29.6,Wednesday,Weekday
1999-10-07,23.5,Thursday,Weekday
1999-10-08,37.9,Friday,Weekday
1999-10-09,84.9,Saturday,Weekend
1999-10-10,99.9,Sunday,Weekend
1999-10-11,36.0,Monday,Weekday
1999-10-12,21.7,Tuesday,Weekday
1999-10-13,62.3,Wednesday,Weekday
1999-10-14,39.6,Thursday,Weekday
1999-10-15,11.9,Friday,Weekday
1999-10-16,35.1,Saturday,Weekend
1999-10-17,77.3,Sunday,Weekend
1999-10-18,68.5,Monday,Weekday
1999-10-19,58.6,Tuesday,Weekday
1999-10-20,94.8,Wednesday,Weekday
1999-10-21,30.4,Thursday,Weekday
1999-10-22,46.0,Friday,Weekday
1999-10-23,70.6,Saturday,Weekend
1999-10-24,38.1,Sunday,Weekend
1999-10-25,27.6,Monday,Weekday
1999-10-26,47.5,Tuesday,Weekday
1999-10-27,40.3,Wednesday,Weekday
1999-10-28,21.6,Thursday,Weekday
1999-10-29,20.2,Friday,Weekday
1999-10-30,47.2,Saturday,Weekend
1999-10-31,77.8,Sunday,Weekend
1999-11-01,10.1,Monday,Weekday
1999-11-02,83.3,Tuesday,Weekday
1999-11-03,49.2,Wednesday,Weekday
1999-11-04,13.0,Thursday,Weekday
1999-11-05,39.3,Friday,Weekday
1999-11-06,53.5,Saturday,Weekend
1999-11-07,47.3,Sunday,Weekend
1999-11-08,50.0,Monday,Weekday
1999-11-09,58.6,Tuesday,Weekday
1999-11-10,62.0,Wednesday,Weekday
1999-11-11,53.2,Thursday,Weekday
1999-11-12,78.2,Friday,Weekday
1999-11-13,67.4,Saturday,Weekend
1999-11-14,66.8,Sunday,Weekend
1999-11-15,68.0,Monday,Weekday
1999-11-16,47.2,Tuesday,Weekday
1999-11-17,36.3,Wednesday,Weekday
1999-11-18,33.2,Thursday,Weekday
1999-11-19,48.7,Friday,Weekday
1999-11-20,87.6,Saturday,Weekend
1999-11-21,61.1,Sunday,Weekend
1999-11-22,100.0,Monday,Weekday
1999-11-23,99.0,Tuesday,Weekday
1999-11-24,97.1,Wednesday,Weekday
1999-11-25,99.9,Thursday,Weekday
1999-11-26,98.2,Friday,Weekday
1999-11-27,64.7,Saturday,Weekend
1999-11-28,20.6,Sunday,Weekend
1999-11-29,47.2,Monday,Weekday
1999-11-30,44.7,Tuesday,Weekday
1999-12-01,31.6,Wednesday,Weekday
1999-12-02,29.4,Thursday,Weekday
1999-12-03,59.2,Friday,Weekday
1999-12-04,56.6,Saturday,Weekend
1999-12-05,36.2,Sunday,Weekend
1999-12-06,96.1,Monday,Weekday
1999-12-07,42.3,Tuesday,Weekday
1999-12-08,12.2,Wednesday,Weekday
1999-12-09,37.4,Thursday,Weekday
1999-12-10,90.2,Friday,Weekday
1999-12-11,19.8,Saturday,Weekend
1999-12-12,41.0,Sunday,Weekend
1999-12-13,74.1,Monday,Weekday
1999-12-14,99.9,Tuesday,Weekday
1999-12-15,99.9,Wednesday,Weekday
1999-12-16,76.1,Thursday,Weekday
1999-12-17,32.2,Friday,Weekday
1999-12-18,77.6,Saturday,Weekend
1999-12-19,60.1,Sunday,Weekend
1999-12-20,94.3,Monday,Weekday
1999-12-21,82.0,Tuesday,Weekday
1999-12-22,61.6,Wednesday,Weekday
1999-12-23,45.1,Thursday,Weekday
1999-12-24,41.5,Friday,Weekday
1999-12-25,20.9,Saturday,Weekend
1999-12-26,50.9,Sunday,Weekend
1999-12-27,88.3,Monday,Weekday
1999-12-28,67.8,Tuesday,Weekday
1999-12-29,66.0,Wednesday,Weekday
1999-12-30,51.1,Thursday,Weekday
1999-12-31,65.4,Friday,Weekday
2000-01-01,43.0,Saturday,Weekend
2000-01-02,92.2,Sunday,Weekend
2000-01-03,94.0,Monday,Weekday
2000-01-04,99.3,Tuesday,Weekday
2000-01-05,54.1,Wednesday,Weekday
2000-01-06,23.2,Thursday,Weekday
2000-01-07,54.2,Friday,Weekday
2000-01-08,34.9,Saturday,Weekend
2000-01-09,94.2,Sunday,Weekend
2000-01-10,86.1,Monday,Weekday
2000-01-11,49.2,Tuesday,Weekday
2000-01-12,56.9,Wednesday,Weekday
2000-01-13,85.9,Thursday,Weekday
2000-01-14,35.4,Friday,Weekday
2000-01-15,58.8,Saturday,Weekend
2000-01-16,80.0,Sunday,Weekend
2000-01-17,15.1,Monday,Weekday
2000-01-18,59.2,Tuesday,Weekday
2000-01-19,56.6,Wednesday,Weekday
2000-01-20,95.5,Thursday,Weekday
2000-01-21,33.2,Friday,Weekday
2000-01-22,35.6,Saturday,Weekend
2000-01-23,96.9,Sunday,Weekend
2000-01-24,96.0,Monday,Weekday
2000-01-25,99.8,Tuesday,Weekday
2000-01-26,81.5,Wednesday,Weekday
2000-01-27,52.9,Thursday,Weekday
2000-01-28,18.7,Friday,Weekday
2000-01-29,2.5,Saturday,Weekend
2000-01-30,68.7,Sunday,Weekend
2000-01-31,65.1,Monday,Weekday
2000-02-01,58.4,Tuesday,Weekday
2000-02-02,33.3,Wednesday,Weekday
2000-02-03,90.9,Thursday,Weekday
2000-02-04,100.0,Friday,Weekday
2000-02-05,47.0,Saturday,Weekend
2000-02-06,38.0,Sunday,Weekend
2000-02-07,55.8,Monday,Weekday
2000-02-08,0.2,Tuesday,Weekday
2000-02-09,48.3,Wednesday,Weekday
2000-02-10,58.1,Thursday,Weekday
2000-02-11,82.6,Friday,Weekday
2000-02-12,61.9,Saturday,Weekend
2000-02-13,71.1,Sunday,Weekend
2000-02-14,98.1,Monday,Weekday
2000-02-15,37.7,Tuesday,Weekday
2000-02-16,75.2,Wednesday,Weekday
2000-02-17,67.3,Thursday,Weekday
2000-02-18,99.7,Friday,Weekday
2000-02-19,100.0,Saturday,Weekend
2000-02-20,77.4,Sunday,Weekend
2000-02-21,41.1,Monday,Weekday
2000-02-22,30.3,Tuesday,Weekday
2000-02-23,60.7,Wednesday,Weekday
2000-02-24,84.4,Thursday,Weekday
2000-02-25,94.0,Friday,Weekday
2000-02-26,100.0,Saturday,Weekend
2000-02-27,99.7,Sunday,Weekend
2000-02-28,88.9,Monday,Weekday
2000-02-29,17.9,Tuesday,Weekday
2000-03-01,69.2,Wednesday,Weekday
2000-03-02,78.2,Thursday,Weekday
2000-03-03,53.6,Friday,Weekday
2000-03-04,49.5,Saturday,Weekend
2000-03-05,72.5,Sunday,Weekend
2000-03-06,12.7,Monday,Weekday
2000-03-07,69.9,Tuesday,Weekday
2000-03-08,69.2,Wednesday,Weekday
2000-03-09,83.8,Thursday,Weekday
2000-03-10,75.3,Friday,Weekday
2000-03-11,100.0,Saturday,Weekend
2000-03-12,88.2,Sunday,Weekend
2000-03-13,49.6,Monday,Weekday
2000-03-14,66.0,Tuesday,Weekday
2000-03-15,58.2,Wednesday,Weekday
2000-03-16,84.7,Thursday,Weekday
2000-03-17,89.4,Friday,Weekday
2000-03-18,25.0,Saturday,Weekend
2000-03-19,66.4,Sunday,Weekend
2000-03-20,93.0,Monday,Weekday
2000-03-21,100.0,Tuesday,Weekday
2000-03-22,93.5,Wednesday,Weekday
2000-03-23,39.6,Thursday,Weekday
2000-03-24,5.7,Friday,Weekday
2000-03-25,73.7,Saturday,Weekend
2000-03-26,61.2,Sunday,Weekend
2000-03-27,64.9,Monday,Weekday
2000-03-28,90.8,Tuesday,Weekday
2000-03-29,75.5,Wednesday,Weekday
2000-03-30,75.1,Thursday,Weekday
2000-03-31,24.2,Friday,Weekday
2000-04-01,45.7,Saturday,Weekend
2000-04-02,86.7,Sunday,Weekend
2000-04-03,98.3,Monday,Weekday
2000-04-04,97.3,Tuesday,Weekday
2000-04-05,64.8,Wednesday,Weekday
2000-04-06,66.3,Thursday,Weekday
2000-04-07,65.7,Friday,Weekday
2000-04-08,67.0,Saturday,Weekend
2000-04-09,85.3,Sunday,Weekend
2000-04-10,51.0,Monday,Weekday
2000-04-11,95.9,Tuesday,Weekday
2000-04-12,58.3,Wednesday,Weekday
2000-04-13,56.0,Thursday,Weekday
2000-04-14,71.7,Friday,Weekday
2000-04-15,98.8,Saturday,Weekend
2000-04-16,89.3,Sunday,Weekend
2000-04-17,99.6,Monday,Weekday
2000-04-18,100.0,Tuesday,Weekday
2000-04-19,88.3,Wednesday,Weekday
2000-04-20,93.5,Thursday,Weekday
2000-04-21,100.0,Friday,Weekday
2000-04-22,100.0,Saturday,Weekend
2000-04-23,98.9,Sunday,Weekend
2000-04-24,56.2,Monday,Weekday
2000-04-25,93.8,Tuesday,Weekday
2000-04-26,98.1,Wednesday,Weekday
2000-04-27,95.6,Thursday,Weekday
2000-04-28,94.1,Friday,Weekday
2000-04-29,63.3,Saturday,Weekend
2000-04-30,51.4,Sunday,Weekend
2000-05-01,75.3,Monday,Weekday
2000-05-02,69.6,Tuesday,Weekday
2000-05-03,36.1,Wednesday,Weekday
2000-05-04,63.9,Thursday,Weekday
2000-05-05,85.9,Friday,Weekday
2000-05-06,66.9,Saturday,Weekend
2000-05-07,44.3,Sunday,Weekend
2000-05-08,60.8,Monday,Weekday
2000-05-09,53.0,Tuesday,Weekday
2000-05-10,85.7,Wednesday,Weekday
2000-05-11,76.1,Thursday,Weekday
2000-05-12,97.2,Friday,Weekday
2000-05-13,96.6,Saturday,Weekend
2000-05-14,62.9,Sunday,Weekend
2000-05-15,52.6,Monday,Weekday
2000-05-16,57.2,Tuesday,Weekday
2000-05-17,72.8,Wednesday,Weekday
2000-05-18,93.2,Thursday,Weekday
2000-05-19,99.6,Friday,Weekday
2000-05-20,100.0,Saturday,Weekend
2000-05-21,100.0,Sunday,Weekend
2000-05-22,99.7,Monday,Weekday
2000-05-23,99.3,Tuesday,Weekday
2000-05-24,86.3,Wednesday,Weekday
2000-05-25,81.6,Thursday,Weekday
2000-05-26,39.4,Friday,Weekday
2000-05-27,70.8,Saturday,Weekend
2000-05-28,75.3,Sunday,Weekend
2000-05-29,81.8,Monday,Weekday
2000-05-30,85.4,Tuesday,Weekday
2000-05-31,81.3,Wednesday,Weekday
2000-06-01,60.0,Thursday,Weekday
2000-06-02,45.0,Friday,Weekday
2000-06-03,47.4,Saturday,Weekend
2000-06-04,35.3,Sunday,Weekend
2000-06-05,98.8,Monday,Weekday
2000-06-06,99.7,Tuesday,Weekday
2000-06-07,74.0,Wednesday,Weekday
2000-06-08,78.3,Thursday,Weekday
2000-06-09,76.2,Friday,Weekday
2000-06-10,11.9,Saturday,Weekend
2000-06-11,43.9,Sunday,Weekend
2000-06-12,99.5,Monday,Weekday
2000-06-13,100.0,Tuesday,Weekday
2000-06-14,100.0,Wednesday,Weekday
2000-06-15,94.3,Thursday,Weekday
2000-06-16,73.0,Friday,Weekday
2000-06-17,77.6,Saturday,Weekend
2000-06-18,89.9,Sunday,Weekend
2000-06-19,95.5,Monday,Weekday
2000-06-20,40.6,Tuesday,Weekday
2000-06-21,78.2,Wednesday,Weekday
2000-06-22,92.1,Thursday,Weekday
2000-06-23,44.6,Friday,Weekday
2000-06-24,63.1,Saturday,Weekend
2000-06-25,54.5,Sunday,Weekend
2000-06-26,75.1,Monday,Weekday
2000-06-27,87.9,Tuesday,Weekday
2000-06-28,91.4,Wednesday,Weekday
2000-06-29,89.2,Thursday,Weekday
2000-06-30,49.8,Friday,Weekday
2000-07-01,50.1,Saturday,Weekend
2000-07-02,31.0,Sunday,Weekend
2000-07-03,83.8,Monday,Weekday
2000-07-04,90.4,Tuesday,Weekday
2000-07-05,47.2,Wednesday,Weekday
2000-07-06,57.9,Thursday,Weekday
2000-07-07,61.8,Friday,Weekday
2000-07-08,46.6,Saturday,Weekend
2000-07-09,71.1,Sunday,Weekend
2000-07-10,92.5,Monday,Weekday
2000-07-11,46.5,Tuesday,Weekday
2000-07-12,39.3,Wednesday,Weekday
2000-07-13,71.2,Thursday,Weekday
2000-07-14,90.4,Friday,Weekday
2000-07-15,93.9,Saturday,Weekend
2000-07-16,88.1,Sunday,Weekend
2000-07-17,74.5,Monday,Weekday
2000-07-18,59.8,Tuesday,Weekday
2000-07-19,89.4,Wednesday,Weekday
2000-07-20,66.8,Thursday,Weekday
2000-07-21,46.5,Friday,Weekday
2000-07-22,53.1,Saturday,Weekend
2000-07-23,72.1,Sunday,Weekend
2000-07-24,97.4,Monday,Weekday
2000-07-25,97.1,Tuesday,Weekday
2000-07-26,100.0,Wednesday,Weekday
2000-07-27,100.0,Thursday,Weekday
2000-07-28,93.2,Friday,Weekday
2000-07-29,94.1,Saturday,Weekend
2000-07-30,98.0,Sunday,Weekend
2000-07-31,98.9,Monday,Weekday
2000-08-01,99.9,Tuesday,Weekday
2000-08-02,86.2,Wednesday,Weekday
2000-08-03,98.6,Thursday,Weekday
2000-08-04,93.9,Friday,Weekday
2000-08-05,66.5,Saturday,Weekend
2000-08-06,77.9,Sunday,Weekend
2000-08-07,90.9,Monday,Weekday
2000-08-08,68.9,Tuesday,Weekday
2000-08-09,87.3,Wednesday,Weekday
2000-08-10,71.6,Thursday,Weekday
2000-08-11,78.0,Friday,Weekday
2000-08-12,97.8,Saturday,Weekend
2000-08-13,97.8,Sunday,Weekend
2000-08-14,96.9,Monday,Weekday
2000-08-15,87.3,Tuesday,Weekday
2000-08-16,50.9,Wednesday,Weekday
2000-08-17,64.6,Thursday,Weekday
2000-08-18,99.0,Friday,Weekday
2000-08-19,35.3,Saturday,Weekend
2000-08-20,58.1,Sunday,Weekend
2000-08-21,33.4,Monday,Weekday
2000-08-22,40.7,Tuesday,Weekday
2000-08-23,84.6,Wednesday,Weekday
2000-08-24,72.6,Thursday,Weekday
2000-08-25,38.2,Friday,Weekday
2000-08-26,40.1,Saturday,Weekend
2000-08-27,64.1,Sunday,Weekend
2000-08-28,88.1,Monday,Weekday
2000-08-29,91.2,Tuesday,Weekday
2000-08-30,96.3,Wednesday,Weekday
2000-08-31,83.0,Thursday,Weekday
2000-09-01,90.9,Friday,Weekday
2000-09-02,94.0,Saturday,Weekend
2000-09-03,89.6,Sunday,Weekend
2000-09-04,82.2,Monday,Weekday
2000-09-05,50.8,Tuesday,Weekday
2000-09-06,28.1,Wednesday,Weekday
2000-09-07,34.5,Thursday,Weekday
2000-09-08,57.9,Friday,Weekday
2000-09-09,62.2,Saturday,Weekend
2000-09-10,74.9,Sunday,Weekend
2000-09-11,79.8,Monday,Weekday
2000-09-12,83.8,Tuesday,Weekday
2000-09-13,74.3,Wednesday,Weekday
2000-09-14,50.4,Thursday,Weekday
2000-09-15,76.9,Friday,Weekday
2000-09-16,54.0,Saturday,Weekend
2000-09-17,24.8,Sunday,Weekend
2000-09-18,74.1,Monday,Weekday
2000-09-19,98.0,Tuesday,Weekday
2000-09-20,43.6,Wednesday,Weekday
2000-09-21,56.4,Thursday,Weekday
2000-09-22,29.2,Friday,Weekday
2000-09-23,92.1,Saturday,Weekend
2000-09-24,96.7,Sunday,Weekend
2000-09-25,92.1,Monday,Weekday
2000-09-26,92.7,Tuesday,Weekday
2000-09-27,4.8,Wednesday,Weekday
2000-09-28,41.5,Thursday,Weekday
2000-09-29,12.5,Friday,Weekday
2000-09-30,25.2,Saturday,Weekend
2000-10-01,47.9,Sunday,Weekend
2000-10-02,67.7,Monday,Weekday
2000-10-03,46.9,Tuesday,Weekday
2000-10-04,59.3,Wednesday,Weekday
2000-10-05,98.7,Thursday,Weekday
2000-10-06,95.9,Friday,Weekday
2000-10-07,41.9,Saturday,Weekend
2000-10-08,33.7,Sunday,Weekend
2000-10-09,45.3,Monday,Weekday
2000-10-10,70.9,Tuesday,Weekday
2000-10-11,56.2,Wednesday,Weekday
2000-10-12,0.6,Thursday,Weekday
2000-10-13,22.4,Friday,Weekday
2000-10-14,42.5,Saturday,Weekend
2000-10-15,68.2,Sunday,Weekend
2000-10-16,95.0,Monday,Weekday
2000-10-17,99.8,Tuesday,Weekday
2000-10-18,96.7,Wednesday,Weekday
2000-10-19,21.8,Thursday,Weekday
2000-10-20,1.1,Friday,Weekday
2000-10-21,24.2,Saturday,Weekend
2000-10-22,23.2,Sunday,Weekend
2000-10-23,33.2,Monday,Weekday
2000-10-24,58.4,Tuesday,Weekday
2000-10-25,30.0,Wednesday,Weekday
2000-10-26,72.9,Thursday,Weekday
2000-10-27,93.9,Friday,Weekday
2000-10-28,37.5,Saturday,Weekend
2000-10-29,43.0,Sunday,Weekend
2000-10-30,64.6,Monday,Weekday
2000-10-31,73.6,Tuesday,Weekday
2000-11-01,13.1,Wednesday,Weekday
2000-11-02,29.8,Thursday,Weekday
2000-11-03,55.5,Friday,Weekday
2000-11-04,88.9,Saturday,Weekend
2000-11-05,65.9,Sunday,Weekend
2000-11-06,19.4,Monday,Weekday
2000-11-07,40.1,Tuesday,Weekday
2000-11-08,69.8,Wednesday,Weekday
2000-11-09,92.9,Thursday,Weekday
2000-11-10,98.5,Friday,Weekday
2000-11-11,96.0,Saturday,Weekend
2000-11-12,77.1,Sunday,Weekend
2000-11-13,98.1,Monday,Weekday
2000-11-14,88.9,Tuesday,Weekday
2000-11-15,44.1,Wednesday,Weekday
2000-11-16,77.9,Thursday,Weekday
2000-11-17,68.5,Friday,Weekday
2000-11-18,46.0,Saturday,Weekend
2000-11-19,67.5,Sunday,Weekend
2000-11-20,33.0,Monday,Weekday
2000-11-21,45.4,Tuesday,Weekday
2000-11-22,35.6,Wednesday,Weekday
2000-11-23,17.0,Thursday,Weekday
2000-11-24,79.5,Friday,Weekday
