date,cloudcover,day_of_week,label
1990-01-01,73.4,Monday,Weekday
1990-01-02,1.5,Tuesday,Weekday
1990-01-03,14.2,Wednesday,Weekday
1990-01-04,77.6,Thursday,Weekday
1990-01-05,38.7,Friday,Weekday
1990-01-06,58.6,Saturday,Weekend
1990-01-07,39.0,Sunday,Weekend
1990-01-08,99.6,Monday,Weekday
1990-01-09,57.5,Tuesday,Weekday
1990-01-10,98.3,Wednesday,Weekday
1990-01-11,78.3,Thursday,Weekday
1990-01-12,64.3,Friday,Weekday
1990-01-13,34.0,Saturday,Weekend
1990-01-14,72.1,Sunday,Weekend
1990-01-15,100.0,Monday,Weekday
1990-01-16,49.3,Tuesday,Weekday
1990-01-17,42.6,Wednesday,Weekday
1990-01-18,78.6,Thursday,Weekday
1990-01-19,62.9,Friday,Weekday
1990-01-20,92.2,Saturday,Weekend
1990-01-21,94.3,Sunday,Weekend
1990-01-22,92.1,Monday,Weekday
1990-01-23,54.6,Tuesday,Weekday
1990-01-24,99.7,Wednesday,Weekday
1990-01-25,100.0,Thursday,Weekday
1990-01-26,95.6,Friday,Weekday
1990-01-27,42.5,Saturday,Weekend
1990-01-28,77.2,Sunday,Weekend
1990-01-29,100.0,Monday,Weekday
1990-01-30,87.1,Tuesday,Weekday
1990-01-31,21.5,Wednesday,Weekday
1990-02-01,58.8,Thursday,Weekday
1990-02-02,100.0,Friday,Weekday
1990-02-03,100.0,Saturday,Weekend
1990-02-04,99.8,Sunday,Weekend
1990-02-05,49.1,Monday,Weekday
1990-02-06,30.7,Tuesday,Weekday
1990-02-07,61.2,Wednesday,Weekday
1990-02-08,4.9,Thursday,Weekday
1990-02-09,70.5,Friday,Weekday
1990-02-10,85.8,Saturday,Weekend
1990-02-11,38.1,Sunday,Weekend
1990-02-12,57.1,Monday,Weekday
1990-02-13,67.9,Tuesday,Weekday
1990-02-14,97.7,Wednesday,Weekday
1990-02-15,100.0,Thursday,Weekday
1990-02-16,98.9,Friday,Weekday
1990-02-17,21.6,Saturday,Weekend
1990-02-18,37.2,Sunday,Weekend
1990-02-19,69.3,Monday,Weekday
1990-02-20,4.2,Tuesday,Weekday
1990-02-21,4.1,Wednesday,Weekday
1990-02-22,76.0,Thursday,Weekday
1990-02-23,100.0,Friday,Weekday
1990-02-24,96.5,Saturday,Weekend
1990-02-25,73.8,Sunday,Weekend
1990-02-26,0.0,Monday,Weekday
1990-02-27,66.9,Tuesday,Weekday
1990-02-28,29.3,Wednesday,Weekday
1990-03-01,24.8,Thursday,Weekday
1990-03-02,53.6,Friday,Weekday
1990-03-03,85.6,Saturday,Weekend
1990-03-04,9.8,Sunday,Weekend
1990-03-05,68.1,Monday,Weekday
1990-03-06,79.3,Tuesday,Weekday
1990-03-07,0.0,Wednesday,Weekday
1990-03-08,18.6,Thursday,Weekday
1990-03-09,63.9,Friday,Weekday
1990-03-10,97.9,Saturday,Weekend
1990-03-11,97.1,Sunday,Weekend
1990-03-12,85.2,Monday,Weekday
1990-03-13,48.8,Tuesday,Weekday
1990-03-14,63.7,Wednesday,Weekday
1990-03-15,76.1,Thursday,Weekday
1990-03-16,65.8,Friday,Weekday
1990-03-17,99.1,Saturday,Weekend
1990-03-18,61.0,Sunday,Weekend
1990-03-19,80.9,Monday,Weekday
1990-03-20,100.0,Tuesday,Weekday
1990-03-21,41.3,Wednesday,Weekday
1990-03-22,44.8,Thursday,Weekday
1990-03-23,48.0,Friday,Weekday
1990-03-24,90.7,Saturday,Weekend
1990-03-25,59.4,Sunday,Weekend
1990-03-26,15.1,Monday,Weekday
1990-03-27,2.9,Tuesday,Weekday
1990-03-28,33.4,Wednesday,Weekday
1990-03-29,83.6,Thursday,Weekday
1990-03-30,100.0,Friday,Weekday
1990-03-31,100.0,Saturday,Weekend
1990-04-01,100.0,Sunday,Weekend
1990-04-02,100.0,Monday,Weekday
1990-04-03,100.0,Tuesday,Weekday
1990-04-04,99.4,Wednesday,Weekday
1990-04-05,50.0,Thursday,Weekday
1990-04-06,99.1,Friday,Weekday
1990-04-07,72.3,Saturday,Weekend
1990-04-08,31.0,Sunday,Weekend
1990-04-09,18.2,Monday,Weekday
1990-04-10,95.2,Tuesday,Weekday
1990-04-11,67.6,Wednesday,Weekday
1990-04-12,44.2,Thursday,Weekday
1990-04-13,1.4,Friday,Weekday
1990-04-14,49.8,Saturday,Weekend
1990-04-15,82.0,Sunday,Weekend
1990-04-16,19.2,Monday,Weekday
1990-04-17,78.1,Tuesday,Weekday
1990-04-18,4.5,Wednesday,Weekday
1990-04-19,13.7,Thursday,Weekday
1990-04-20,85.1,Friday,Weekday
1990-04-21,89.4,Saturday,Weekend
1990-04-22,7.3,Sunday,Weekend
1990-04-23,19.9,Monday,Weekday
1990-04-24,66.7,Tuesday,Weekday
1990-04-25,75.7,Wednesday,Weekday
1990-04-26,16.2,Thursday,Weekday
1990-04-27,28.9,Friday,Weekday
1990-04-28,19.6,Saturday,Weekend
1990-04-29,88.5,Sunday,Weekend
1990-04-30,99.7,Monday,Weekday
1990-05-01,82.5,Tuesday,Weekday
1990-05-02,88.2,Wednesday,Weekday
1990-05-03,80.6,Thursday,Weekday
1990-05-04,100.0,Friday,Weekday
1990-05-05,94.1,Saturday,Weekend
1990-05-06,79.9,Sunday,Weekend
1990-05-07,63.3,Monday,Weekday
1990-05-08,19.1,Tuesday,Weekday
1990-05-09,76.5,Wednesday,Weekday
1990-05-10,100.0,Thursday,Weekday
1990-05-11,39.2,Friday,Weekday
1990-05-12,62.9,Saturday,Weekend
1990-05-13,99.9,Sunday,Weekend
1990-05-14,46.1,Monday,Weekday
1990-05-15,59.7,Tuesday,Weekday
1990-05-16,99.4,Wednesday,Weekday
1990-05-17,96.2,Thursday,Weekday
1990-05-18,42.1,Friday,Weekday
1990-05-19,38.3,Saturday,Weekend
1990-05-20,89.3,Sunday,Weekend
1990-05-21,100.0,Monday,Weekday
1990-05-22,83.9,Tuesday,Weekday
1990-05-23,66.5,Wednesday,Weekday
1990-05-24,66.4,Thursday,Weekday
1990-05-25,38.1,Friday,Weekday
1990-05-26,98.5,Saturday,Weekend
1990-05-27,52.3,Sunday,Weekend
1990-05-28,68.0,Monday,Weekday
1990-05-29,99.9,Tuesday,Weekday
1990-05-30,51.8,Wednesday,Weekday
1990-05-31,6.7,Thursday,Weekday
1990-06-01,21.4,Friday,Weekday
1990-06-02,42.8,Saturday,Weekend
1990-06-03,92.5,Sunday,Weekend
1990-06-04,85.1,Monday,Weekday
1990-06-05,32.9,Tuesday,Weekday
1990-06-06,48.9,Wednesday,Weekday
1990-06-07,74.6,Thursday,Weekday
1990-06-08,82.2,Friday,Weekday
1990-06-09,96.7,Saturday,Weekend
1990-06-10,68.1,Sunday,Weekend
1990-06-11,77.1,Monday,Weekday
1990-06-12,26.2,Tuesday,Weekday
1990-06-13,60.3,Wednesday,Weekday
1990-06-14,99.3,Thursday,Weekday
1990-06-15,49.2,Friday,Weekday
1990-06-16,43.6,Saturday,Weekend
1990-06-17,46.6,Sunday,Weekend
1990-06-18,70.2,Monday,Weekday
1990-06-19,81.0,Tuesday,Weekday
1990-06-20,62.7,Wednesday,Weekday
1990-06-21,86.7,Thursday,Weekday
1990-06-22,58.3,Friday,Weekday
1990-06-23,72.6,Saturday,Weekend
1990-06-24,39.0,Sunday,Weekend
1990-06-25,47.4,Monday,Weekday
1990-06-26,34.7,Tuesday,Weekday
1990-06-27,71.4,Wednesday,Weekday
1990-06-28,53.9,Thursday,Weekday
1990-06-29,81.6,Friday,Weekday
1990-06-30,62.2,Saturday,Weekend
1990-07-01,88.5,Sunday,Weekend
1990-07-02,65.7,Monday,Weekday
1990-07-03,55.1,Tuesday,Weekday
1990-07-04,52.1,Wednesday,Weekday
1990-07-05,72.6,Thursday,Weekday
1990-07-06,52.2,Friday,Weekday
1990-07-07,39.2,Saturday,Weekend
1990-07-08,73.6,Sunday,Weekend
1990-07-09,89.0,Monday,Weekday
1990-07-10,76.4,Tuesday,Weekday
1990-07-11,84.7,Wednesday,Weekday
1990-07-12,100.0,Thursday,Weekday
1990-07-13,99.5,Friday,Weekday
1990-07-14,99.5,Saturday,Weekend
1990-07-15,73.8,Sunday,Weekend
1990-07-16,59.2,Monday,Weekday
1990-07-17,65.7,Tuesday,Weekday
1990-07-18,14.4,Wednesday,Weekday
1990-07-19,28.9,Thursday,Weekday
1990-07-20,36.8,Friday,Weekday
1990-07-21,91.2,Saturday,Weekend
1990-07-22,83.2,Sunday,Weekend
1990-07-23,87.8,Monday,Weekday
1990-07-24,80.8,Tuesday,Weekday
1990-07-25,18.2,Wednesday,Weekday
1990-07-26,55.7,Thursday,Weekday
1990-07-27,82.4,Friday,Weekday
1990-07-28,91.7,Saturday,Weekend
1990-07-29,76.2,Sunday,Weekend
1990-07-30,67.9,Monday,Weekday
1990-07-31,56.9,Tuesday,Weekday
1990-08-01,29.4,Wednesday,Weekday
1990-08-02,8.3,Thursday,Weekday
1990-08-03,11.5,Friday,Weekday
1990-08-04,70.5,Saturday,Weekend
1990-08-05,99.8,Sunday,Weekend
1990-08-06,99.8,Monday,Weekday
1990-08-07,95.3,Tuesday,Weekday
1990-08-08,72.3,Wednesday,Weekday
1990-08-09,82.9,Thursday,Weekday
1990-08-10,96.7,Friday,Weekday
1990-08-11,90.5,Saturday,Weekend
1990-08-12,23.7,Sunday,Weekend
1990-08-13,34.2,Monday,Weekday
1990-08-14,46.1,Tuesday,Weekday
1990-08-15,25.4,Wednesday,Weekday
1990-08-16,37.2,Thursday,Weekday
1990-08-17,21.6,Friday,Weekday
1990-08-18,19.9,Saturday,Weekend
1990-08-19,92.0,Sunday,Weekend
1990-08-20,100.0,Monday,Weekday
1990-08-21,100.0,Tuesday,Weekday
1990-08-22,98.3,Wednesday,Weekday
1990-08-23,100.0,Thursday,Weekday
1990-08-24,100.0,Friday,Weekday
1990-08-25,81.0,Saturday,Weekend
1990-08-26,45.2,Sunday,Weekend
1990-08-27,28.2,Monday,Weekday
1990-08-28,48.6,Tuesday,Weekday
1990-08-29,80.2,Wednesday,Weekday
1990-08-30,15.7,Thursday,Weekday
1990-08-31,18.4,Friday,Weekday
1990-09-01,41.8,Saturday,Weekend
1990-09-02,45.4,Sunday,Weekend
1990-09-03,30.9,Monday,Weekday
1990-09-04,12.6,Tuesday,Weekday
1990-09-05,81.9,Wednesday,Weekday
1990-09-06,73.5,Thursday,Weekday
1990-09-07,75.0,Friday,Weekday
1990-09-08,10.9,Saturday,Weekend
1990-09-09,60.7,Sunday,Weekend
1990-09-10,79.0,Monday,Weekday
1990-09-11,53.2,Tuesday,Weekday
1990-09-12,83.2,Wednesday,Weekday
1990-09-13,89.3,Thursday,Weekday
1990-09-14,72.6,Friday,Weekday
1990-09-15,70.5,Saturday,Weekend
1990-09-16,57.4,Sunday,Weekend
1990-09-17,57.6,Monday,Weekday
1990-09-18,8.1,Tuesday,Weekday
1990-09-19,79.1,Wednesday,Weekday
1990-09-20,64.9,Thursday,Weekday
1990-09-21,36.9,Friday,Weekday
1990-09-22,92.6,Saturday,Weekend
1990-09-23,13.8,Sunday,Weekend
1990-09-24,30.9,Monday,Weekday
1990-09-25,46.2,Tuesday,Weekday
1990-09-26,64.4,Wednesday,Weekday
1990-09-27,28.5,Thursday,Weekday
1990-09-28,12.1,Friday,Weekday
1990-09-29,45.5,Saturday,Weekend
1990-09-30,89.6,Sunday,Weekend
1990-10-01,37.9,Monday,Weekday
1990-10-02,28.4,Tuesday,Weekday
1990-10-03,15.1,Wednesday,Weekday
1990-10-04,90.0,Thursday,Weekday
1990-10-05,18.9,Friday,Weekday
1990-10-06,17.6,Saturday,Weekend
1990-10-07,22.1,Sunday,Weekend
1990-10-08,82.3,Monday,Weekday
1990-10-09,61.7,Tuesday,Weekday
1990-10-10,58.2,Wednesday,Weekday
1990-10-11,79.4,Thursday,Weekday
1990-10-12,65.3,Friday,Weekday
1990-10-13,94.6,Saturday,Weekend
1990-10-14,47.0,Sunday,Weekend
1990-10-15,16.8,Monday,Weekday
1990-10-16,3.6,Tuesday,Weekday
1990-10-17,42.6,Wednesday,Weekday
1990-10-18,88.8,Thursday,Weekday
1990-10-19,37.2,Friday,Weekday
1990-10-20,27.6,Saturday,Weekend
1990-10-21,61.8,Sunday,Weekend
1990-10-22,90.7,Monday,Weekday
1990-10-23,99.5,Tuesday,Weekday
1990-10-24,36.1,Wednesday,Weekday
1990-10-25,64.8,Thursday,Weekday
1990-10-26,88.1,Friday,Weekday
1990-10-27,4.6,Saturday,Weekend
1990-10-28,69.2,Sunday,Weekend
1990-10-29,30.7,Monday,Weekday
1990-10-30,4.9,Tuesday,Weekday
1990-10-31,35.5,Wednesday,Weekday
1990-11-01,46.1,Thursday,Weekday
1990-11-02,69.7,Friday,Weekday
1990-11-03,62.7,Saturday,Weekend
1990-11-04,91.6,Sunday,Weekend
1990-11-05,64.4,Monday,Weekday
1990-11-06,31.3,Tuesday,Weekday
1990-11-07,68.6,Wednesday,Weekday
1990-11-08,30.4,Thursday,Weekday
1990-11-09,64.5,Friday,Weekday
1990-11-10,91.2,Saturday,Weekend
1990-11-11,45.0,Sunday,Weekend
1990-11-12,36.1,Monday,Weekday
1990-11-13,32.6,Tuesday,Weekday
1990-11-14,41.7,Wednesday,Weekday
1990-11-15,16.9,Thursday,Weekday
1990-11-16,34.5,Friday,Weekday
1990-11-17,98.6,Saturday,Weekend
1990-11-18,9.4,Sunday,Weekend
1990-11-19,1.3,Monday,Weekday
1990-11-20,34.3,Tuesday,Weekday
1990-11-21,6.3,Wednesday,Weekday
1990-11-22,70.9,Thursday,Weekday
1990-11-23,95.6,Friday,Weekday
1990-11-24,55.3,Saturday,Weekend
1990-11-25,68.5,Sunday,Weekend
1990-11-26,35.0,Monday,Weekday
1990-11-27,68.4,Tuesday,Weekday
1990-11-28,50.2,Wednesday,Weekday
1990-11-29,80.5,Thursday,Weekday
1990-11-30,10.6,Friday,Weekday
1990-12-01,39.8,Saturday,Weekend
1990-12-02,67.2,Sunday,Weekend
1990-12-03,86.4,Monday,Weekday
1990-12-04,72.2,Tuesday,Weekday
1990-12-05,49.4,Wednesday,Weekday
1990-12-06,65.7,Thursday,Weekday
1990-12-07,85.4,Friday,Weekday
1990-12-08,71.4,Saturday,Weekend
1990-12-09,16.5,Sunday,Weekend
1990-12-10,44.0,Monday,Weekday
1990-12-11,66.7,Tuesday,Weekday
1990-12-12,38.8,Wednesday,Weekday
1990-12-13,58.1,Thursday,Weekday
1990-12-14,7.2,Friday,Weekday
1990-12-15,88.1,Saturday,Weekend
1990-12-16,75.8,Sunday,Weekend
1990-12-17,72.8,Monday,Weekday
1990-12-18,100.0,Tuesday,Weekday
1990-12-19,45.6,Wednesday,Weekday
1990-12-20,51.2,Thursday,Weekday
1990-12-21,100.0,Friday,Weekday
1990-12-22,100.0,Saturday,Weekend
1990-12-23,100.0,Sunday,Weekend
1990-12-24,66.0,Monday,Weekday
1990-12-25,2.0,Tuesday,Weekday
1990-12-26,60.6,Wednesday,Weekday
1990-12-27,75.8,Thursday,Weekday
1990-12-28,100.0,Friday,Weekday
1990-12-29,100.0,Saturday,Weekend
1990-12-30,99.1,Sunday,Weekend
1990-12-31,44.8,Monday,Weekday
1991-01-01,16.4,Tuesday,Weekday
1991-01-02,33.8,Wednesday,Weekday
1991-01-03,67.4,Thursday,Weekday
1991-01-04,14.9,Friday,Weekday
1991-01-05,65.6,Saturday,Weekend
1991-01-06,99.6,Sunday,Weekend
1991-01-07,85.0,Monday,Weekday
1991-01-08,69.4,Tuesday,Weekday
1991-01-09,84.2,Wednesday,Weekday
1991-01-10,63.7,Thursday,Weekday
1991-01-11,100.0,Friday,Weekday
1991-01-12,99.7,Saturday,Weekend
1991-01-13,50.6,Sunday,Weekend
1991-01-14,37.0,Monday,Weekday
1991-01-15,57.1,Tuesday,Weekday
1991-01-16,98.6,Wednesday,Weekday
1991-01-17,66.7,Thursday,Weekday
1991-01-18,63.5,Friday,Weekday
1991-01-19,40.9,Saturday,Weekend
1991-01-20,74.9,Sunday,Weekend
1991-01-21,83.7,Monday,Weekday
1991-01-22,12.2,Tuesday,Weekday
1991-01-23,53.5,Wednesday,Weekday
1991-01-24,56.7,Thursday,Weekday
1991-01-25,14.8,Friday,Weekday
1991-01-26,65.8,Saturday,Weekend
1991-01-27,43.2,Sunday,Weekend
1991-01-28,60.2,Monday,Weekday
1991-01-29,60.6,Tuesday,Weekday
1991-01-30,99.7,Wednesday,Weekday
1991-01-31,65.5,Thursday,Weekday
1991-02-01,41.6,Friday,Weekday
1991-02-02,32.7,Saturday,Weekend
1991-02-03,11.6,Sunday,Weekend
1991-02-04,24.2,Monday,Weekday
1991-02-05,61.6,Tuesday,Weekday
1991-02-06,99.1,Wednesday,Weekday
1991-02-07,97.6,Thursday,Weekday
1991-02-08,44.7,Friday,Weekday
1991-02-09,3.1,Saturday,Weekend
1991-02-10,60.3,Sunday,Weekend
1991-02-11,67.3,Monday,Weekday
1991-02-12,27.2,Tuesday,Weekday
1991-02-13,99.0,Wednesday,Weekday
1991-02-14,88.8,Thursday,Weekday
1991-02-15,72.6,Friday,Weekday
1991-02-16,23.3,Saturday,Weekend
1991-02-17,79.6,Sunday,Weekend
1991-02-18,92.0,Monday,Weekday
1991-02-19,100.0,Tuesday,Weekday
1991-02-20,81.2,Wednesday,Weekday
1991-02-21,29.5,Thursday,Weekday
1991-02-22,21.6,Friday,Weekday
1991-02-23,37.0,Saturday,Weekend
1991-02-24,72.6,Sunday,Weekend
1991-02-25,97.3,Monday,Weekday
1991-02-26,100.0,Tuesday,Weekday
1991-02-27,59.4,Wednesday,Weekday
1991-02-28,62.5,Thursday,Weekday
1991-03-01,62.0,Friday,Weekday
1991-03-02,96.0,Saturday,Weekend
1991-03-03,98.8,Sunday,Weekend
1991-03-04,98.9,Monday,Weekday
1991-03-05,41.4,Tuesday,Weekday
1991-03-06,58.5,Wednesday,Weekday
1991-03-07,71.9,Thursday,Weekday
1991-03-08,7.7,Friday,Weekday
1991-03-09,2.9,Saturday,Weekend
1991-03-10,44.1,Sunday,Weekend
1991-03-11,13.3,Monday,Weekday
1991-03-12,1.4,Tuesday,Weekday
1991-03-13,61.4,Wednesday,Weekday
1991-03-14,99.9,Thursday,Weekday
1991-03-15,84.8,Friday,Weekday
1991-03-16,9.2,Saturday,Weekend
1991-03-17,23.1,Sunday,Weekend
1991-03-18,99.7,Monday,Weekday
1991-03-19,85.5,Tuesday,Weekday
1991-03-20,27.5,Wednesday,Weekday
1991-03-21,79.5,Thursday,Weekday
1991-03-22,71.7,Friday,Weekday
1991-03-23,99.9,Saturday,Weekend
1991-03-24,90.1,Sunday,Weekend
1991-03-25,74.2,Monday,Weekday
1991-03-26,62.6,Tuesday,Weekday
1991-03-27,100.0,Wednesday,Weekday
1991-03-28,49.8,Thursday,Weekday
1991-03-29,99.7,Friday,Weekday
1991-03-30,69.6,Saturday,Weekend
1991-03-31,17.1,Sunday,Weekend
1991-04-01,63.1,Monday,Weekday
1991-04-02,43.5,Tuesday,Weekday
1991-04-03,2.7,Wednesday,Weekday
1991-04-04,34.1,Thursday,Weekday
1991-04-05,79.0,Friday,Weekday
1991-04-06,67.8,Saturday,Weekend
1991-04-07,47.6,Sunday,Weekend
1991-04-08,53.8,Monday,Weekday
1991-04-09,72.8,Tuesday,Weekday
1991-04-10,50.9,Wednesday,Weekday
1991-04-11,16.7,Thursday,Weekday
1991-04-12,13.7,Friday,Weekday
1991-04-13,92.8,Saturday,Weekend
1991-04-14,92.8,Sunday,Weekend
1991-04-15,100.0,Monday,Weekday
1991-04-16,34.0,Tuesday,Weekday
1991-04-17,95.7,Wednesday,Weekday
1991-04-18,99.9,Thursday,Weekday
1991-04-19,81.7,Friday,Weekday
1991-04-20,96.3,Saturday,Weekend
1991-04-21,100.0,Sunday,Weekend
1991-04-22,98.5,Monday,Weekday
1991-04-23,16.0,Tuesday,Weekday
1991-04-24,74.9,Wednesday,Weekday
1991-04-25,18.8,Thursday,Weekday
1991-04-26,67.8,Friday,Weekday
1991-04-27,75.2,Saturday,Weekend
1991-04-28,65.9,Sunday,Weekend
1991-04-29,98.8,Monday,Weekday
1991-04-30,93.4,Tuesday,Weekday
1991-05-01,65.2,Wednesday,Weekday
1991-05-02,44.8,Thursday,Weekday
1991-05-03,58.9,Friday,Weekday
1991-05-04,20.5,Saturday,Weekend
1991-05-05,18.3,Sunday,Weekend
1991-05-06,99.0,Monday,Weekday
1991-05-07,32.3,Tuesday,Weekday
1991-05-08,51.1,Wednesday,Weekday
1991-05-09,92.2,Thursday,Weekday
1991-05-10,67.1,Friday,Weekday
1991-05-11,17.6,Saturday,Weekend
1991-05-12,45.9,Sunday,Weekend
1991-05-13,19.8,Monday,Weekday
1991-05-14,62.7,Tuesday,Weekday
1991-05-15,49.2,Wednesday,Weekday
1991-05-16,43.6,Thursday,Weekday
1991-05-17,67.7,Friday,Weekday
1991-05-18,75.8,Saturday,Weekend
1991-05-19,45.9,Sunday,Weekend
1991-05-20,0.0,Monday,Weekday
1991-05-21,3.2,Tuesday,Weekday
1991-05-22,54.9,Wednesday,Weekday
1991-05-23,56.3,Thursday,Weekday
1991-05-24,82.0,Friday,Weekday
1991-05-25,47.1,Saturday,Weekend
1991-05-26,46.0,Sunday,Weekend
1991-05-27,92.4,Monday,Weekday
1991-05-28,48.3,Tuesday,Weekday
1991-05-29,32.8,Wednesday,Weekday
1991-05-30,59.6,Thursday,Weekday
1991-05-31,56.0,Friday,Weekday
1991-06-01,35.6,Saturday,Weekend
1991-06-02,55.6,Sunday,Weekend
1991-06-03,38.6,Monday,Weekday
1991-06-04,82.2,Tuesday,Weekday
1991-06-05,65.1,Wednesday,Weekday
1991-06-06,55.2,Thursday,Weekday
1991-06-07,18.7,Friday,Weekday
1991-06-08,41.8,Saturday,Weekend
1991-06-09,49.1,Sunday,Weekend
1991-06-10,61.1,Monday,Weekday
1991-06-11,81.8,Tuesday,Weekday
1991-06-12,76.6,Wednesday,Weekday
1991-06-13,10.3,Thursday,Weekday
1991-06-14,55.9,Friday,Weekday
1991-06-15,47.6,Saturday,Weekend
1991-06-16,69.7,Sunday,Weekend
1991-06-17,91.8,Monday,Weekday
1991-06-18,99.4,Tuesday,Weekday
1991-06-19,100.0,Wednesday,Weekday
1991-06-20,43.2,Thursday,Weekday
1991-06-21,12.1,Friday,Weekday
1991-06-22,70.7,Saturday,Weekend
1991-06-23,80.3,Sunday,Weekend
1991-06-24,25.1,Monday,Weekday
1991-06-25,42.2,Tuesday,Weekday
1991-06-26,28.3,Wednesday,Weekday
1991-06-27,66.3,Thursday,Weekday
1991-06-28,64.0,Friday,Weekday
1991-06-29,72.3,Saturday,Weekend
1991-06-30,77.6,Sunday,Weekend
1991-07-01,45.6,Monday,Weekday
1991-07-02,86.4,Tuesday,Weekday
1991-07-03,99.9,Wednesday,Weekday
1991-07-04,55.4,Thursday,Weekday
1991-07-05,97.0,Friday,Weekday
1991-07-06,85.6,Saturday,Weekend
1991-07-07,75.7,Sunday,Weekend
1991-07-08,56.3,Monday,Weekday
1991-07-09,20.1,Tuesday,Weekday
1991-07-10,39.1,Wednesday,Weekday
1991-07-11,26.0,Thursday,Weekday
1991-07-12,51.3,Friday,Weekday
1991-07-13,97.7,Saturday,Weekend
1991-07-14,67.7,Sunday,Weekend
1991-07-15,8.5,Monday,Weekday
1991-07-16,9.0,Tuesday,Weekday
1991-07-17,13.6,Wednesday,Weekday
1991-07-18,31.1,Thursday,Weekday
1991-07-19,52.6,Friday,Weekday
1991-07-20,26.0,Saturday,Weekend
1991-07-21,62.5,Sunday,Weekend
1991-07-22,66.4,Monday,Weekday
1991-07-23,85.4,Tuesday,Weekday
1991-07-24,54.2,Wednesday,Weekday
1991-07-25,89.5,Thursday,Weekday
1991-07-26,99.1,Friday,Weekday
1991-07-27,85.0,Saturday,Weekend
1991-07-28,44.8,Sunday,Weekend
1991-07-29,97.4,Monday,Weekday
1991-07-30,90.1,Tuesday,Weekday
1991-07-31,70.0,Wednesday,Weekday
1991-08-01,1.4,Thursday,Weekday
1991-08-02,17.9,Friday,Weekday
1991-08-03,82.1,Saturday,Weekend
1991-08-04,76.6,Sunday,Weekend
1991-08-05,37.8,Monday,Weekday
1991-08-06,38.0,Tuesday,Weekday
1991-08-07,34.3,Wednesday,Weekday
1991-08-08,66.6,Thursday,Weekday
1991-08-09,99.6,Friday,Weekday
1991-08-10,48.3,Saturday,Weekend
1991-08-11,22.5,Sunday,Weekend
1991-08-12,51.2,Monday,Weekday
1991-08-13,52.1,Tuesday,Weekday
1991-08-14,78.2,Wednesday,Weekday
1991-08-15,85.6,Thursday,Weekday
1991-08-16,4.4,Friday,Weekday
1991-08-17,15.7,Saturday,Weekend
1991-08-18,60.4,Sunday,Weekend
1991-08-19,85.4,Monday,Weekday
1991-08-20,98.9,Tuesday,Weekday
1991-08-21,69.7,Wednesday,Weekday
1991-08-22,14.3,Thursday,Weekday
1991-08-23,29.3,Friday,Weekday
1991-08-24,71.8,Saturday,Weekend
1991-08-25,41.4,Sunday,Weekend
1991-08-26,29.1,Monday,Weekday
1991-08-27,13.7,Tuesday,Weekday
1991-08-28,12.0,Wednesday,Weekday
1991-08-29,17.2,Thursday,Weekday
1991-08-30,31.3,Friday,Weekday
1991-08-31,37.8,Saturday,Weekend
1991-09-01,5.2,Sunday,Weekend
1991-09-02,11.3,Monday,Weekday
1991-09-03,17.7,Tuesday,Weekday
1991-09-04,47.7,Wednesday,Weekday
1991-09-05,74.8,Thursday,Weekday
1991-09-06,48.1,Friday,Weekday
1991-09-07,16.4,Saturday,Weekend
1991-09-08,21.7,Sunday,Weekend
1991-09-09,54.2,Monday,Weekday
1991-09-10,92.0,Tuesday,Weekday
1991-09-11,43.1,Wednesday,Weekday
1991-09-12,47.5,Thursday,Weekday
1991-09-13,36.5,Friday,Weekday
1991-09-14,90.9,Saturday,Weekend
1991-09-15,75.9,Sunday,Weekend
1991-09-16,56.2,Monday,Weekday
1991-09-17,66.0,Tuesday,Weekday
1991-09-18,80.6,Wednesday,Weekday
1991-09-19,98.3,Thursday,Weekday
1991-09-20,56.6,Friday,Weekday
1991-09-21,6.6,Saturday,Weekend
1991-09-22,15.1,Sunday,Weekend
1991-09-23,87.7,Monday,Weekday
1991-09-24,77.3,Tuesday,Weekday
1991-09-25,100.0,Wednesday,Weekday
1991-09-26,65.4,Thursday,Weekday
1991-09-27,21.0,Friday,Weekday
1991-09-28,11.8,Saturday,Weekend
1991-09-29,22.9,Sunday,Weekend
1991-09-30,2.0,Monday,Weekday
1991-10-01,63.6,Tuesday,Weekday
1991-10-02,68.7,Wednesday,Weekday
1991-10-03,65.2,Thursday,Weekday
1991-10-04,19.7,Friday,Weekday
1991-10-05,92.6,Saturday,Weekend
1991-10-06,92.6,Sunday,Weekend
1991-10-07,24.7,Monday,Weekday
1991-10-08,3.5,Tuesday,Weekday
1991-10-09,31.4,Wednesday,Weekday
1991-10-10,42.9,Thursday,Weekday
1991-10-11,73.9,Friday,Weekday
1991-10-12,30.5,Saturday,Weekend
1991-10-13,29.8,Sunday,Weekend
1991-10-14,43.9,Monday,Weekday
1991-10-15,82.7,Tuesday,Weekday
1991-10-16,87.2,Wednesday,Weekday
1991-10-17,99.5,Thursday,Weekday
1991-10-18,57.7,Friday,Weekday
1991-10-19,38.6,Saturday,Weekend
1991-10-20,9.9,Sunday,Weekend
1991-10-21,53.7,Monday,Weekday
1991-10-22,4.4,Tuesday,Weekday
1991-10-23,8.9,Wednesday,Weekday
1991-10-24,84.0,Thursday,Weekday
1991-10-25,73.8,Friday,Weekday
1991-10-26,88.6,Saturday,Weekend
1991-10-27,86.1,Sunday,Weekend
